,season,celebrity_name,week,total_judge_score,mean_judge_score,n_judges_scored,performed,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry_region,celebrity_age_during_season,results,placement,season_max_week,active_until,elim_week_result,is_withdrew,is_place,eligible,judge_rank,judge_percent
840,8,Ty Murray,3,23.0,7.666666666666667,3,True,Chelsie Hightower,Athlete,Arizona,United States,39,Eliminated Week 10,4,11,10.0,10.0,False,False,True,6.5,0.09055118110236221
841,8,Ty Murray,4,25.0,8.333333333333334,3,True,Chelsie Hightower,Athlete,Arizona,United States,39,Eliminated Week 10,4,11,10.0,10.0,False,False,True,4.5,0.10330578512396695
842,8,Ty Murray,5,21.0,7.0,3,True,Chelsie Hightower,Athlete,Arizona,United States,39,Eliminated Week 10,4,11,10.0,10.0,False,False,True,7.0,0.1
843,8,Ty Murray,6,18.0,6.0,3,True,Chelsie Hightower,Athlete,Arizona,United States,39,Eliminated Week 10,4,11,10.0,10.0,False,False,True,7.0,0.0967741935483871
844,8,Ty Murray,7,24.0,8.0,3,True,Chelsie Hightower,Athlete,Arizona,United States,39,Eliminated Week 10,4,11,10.0,10.0,False,False,True,6.0,0.13186813186813187
845,8,Ty Murray,8,26.0,8.666666666666666,3,True,Chelsie Hightower,Athlete,Arizona,United States,39,Eliminated Week 10,4,11,10.0,10.0,False,False,True,3.5,0.16666666666666666
846,8,Ty Murray,9,23.0,7.666666666666667,3,True,Chelsie Hightower,Athlete,Arizona,United States,39,Eliminated Week 10,4,11,10.0,10.0,False,False,True,5.0,0.17228464419475656
847,8,Ty Murray,10,24.0,8.0,3,True,Chelsie Hightower,Athlete,Arizona,United States,39,Eliminated Week 10,4,11,10.0,10.0,False,False,True,4.0,0.2191780821917808
848,8,Ty Murray,11,,,0,False,Chelsie Hightower,Athlete,Arizona,United States,39,Eliminated Week 10,4,11,10.0,10.0,False,False,False,,
849,9,Aaron Carter,1,31.999899999999997,10.666633333333332,3,True,Karina Smirnoff,Singer/Rapper,Florida,United States,21,Eliminated Week 8,5,10,8.0,8.0,False,False,True,2.0,0.07881779829674204
850,9,Aaron Carter,2,27.0,9.0,3,True,Karina Smirnoff,Singer/Rapper,Florida,United States,21,Eliminated Week 8,5,10,8.0,8.0,False,False,True,1.5,0.09183673469387756
851,9,Aaron Carter,3,21.0,7.0,3,True,Karina Smirnoff,Singer/Rapper,Florida,United States,21,Eliminated Week 8,5,10,8.0,8.0,False,False,True,4.5,0.08139534883720931
852,9,Aaron Carter,4,18.0,6.0,3,True,Karina Smirnoff,Singer/Rapper,Florida,United States,21,Eliminated Week 8,5,10,8.0,8.0,False,False,True,8.0,0.0743801652892562
853,9,Aaron Carter,5,24.0,8.0,3,True,Karina Smirnoff,Singer/Rapper,Florida,United States,21,Eliminated Week 8,5,10,8.0,8.0,False,False,True,5.0,0.09917355371900827
854,9,Aaron Carter,6,32.9998,10.999933333333333,3,True,Karina Smirnoff,Singer/Rapper,Florida,United States,21,Eliminated Week 8,5,10,8.0,8.0,False,False,True,3.0,0.12692274704027823
855,9,Aaron Carter,7,26.5,8.833333333333334,3,True,Karina Smirnoff,Singer/Rapper,Florida,United States,21,Eliminated Week 8,5,10,8.0,8.0,False,False,True,2.0,0.150997150997151
856,9,Aaron Carter,8,25.0,8.333333333333334,3,True,Karina Smirnoff,Singer/Rapper,Florida,United States,21,Eliminated Week 8,5,10,8.0,8.0,False,False,True,4.5,0.19083969465648856
857,9,Aaron Carter,9,,,0,False,Karina Smirnoff,Singer/Rapper,Florida,United States,21,Eliminated Week 8,5,10,8.0,8.0,False,False,False,,
858,9,Aaron Carter,10,,,0,False,Karina Smirnoff,Singer/Rapper,Florida,United States,21,Eliminated Week 8,5,10,8.0,8.0,False,False,False,,
859,9,Ashley Hamiliton,1,18.9999,6.3333,3,True,Edyta Sliwinska,Actor/Actress,California,United States,34,Eliminated Week 1,16,10,1.0,1.0,False,False,True,15.5,0.046797967676719905
860,9,Ashley Hamiliton,2,,,0,False,Edyta Sliwinska,Actor/Actress,California,United States,34,Eliminated Week 1,16,10,1.0,1.0,False,False,False,,
861,9,Ashley Hamiliton,3,,,0,False,Edyta Sliwinska,Actor/Actress,California,United States,34,Eliminated Week 1,16,10,1.0,1.0,False,False,False,,
862,9,Ashley Hamiliton,4,,,0,False,Edyta Sliwinska,Actor/Actress,California,United States,34,Eliminated Week 1,16,10,1.0,1.0,False,False,False,,
863,9,Ashley Hamiliton,5,,,0,False,Edyta Sliwinska,Actor/Actress,California,United States,34,Eliminated Week 1,16,10,1.0,1.0,False,False,False,,
864,9,Ashley Hamiliton,6,,,0,False,Edyta Sliwinska,Actor/Actress,California,United States,34,Eliminated Week 1,16,10,1.0,1.0,False,False,False,,
865,9,Ashley Hamiliton,7,,,0,False,Edyta Sliwinska,Actor/Actress,California,United States,34,Eliminated Week 1,16,10,1.0,1.0,False,False,False,,
866,9,Ashley Hamiliton,8,,,0,False,Edyta Sliwinska,Actor/Actress,California,United States,34,Eliminated Week 1,16,10,1.0,1.0,False,False,False,,
867,9,Ashley Hamiliton,9,,,0,False,Edyta Sliwinska,Actor/Actress,California,United States,34,Eliminated Week 1,16,10,1.0,1.0,False,False,False,,
868,9,Ashley Hamiliton,10,,,0,False,Edyta Sliwinska,Actor/Actress,California,United States,34,Eliminated Week 1,16,10,1.0,1.0,False,False,False,,
869,9,Chuck Liddell,1,22.0,7.333333333333333,3,True,Anna Trebunskaya,Athlete,California,United States,39,Eliminated Week 4,11,10,4.0,4.0,False,False,True,10.5,0.05418740566465287
870,9,Chuck Liddell,2,19.0,6.333333333333333,3,True,Anna Trebunskaya,Athlete,California,United States,39,Eliminated Week 4,11,10,4.0,4.0,False,False,True,10.5,0.06462585034013606
871,9,Chuck Liddell,3,17.0,5.666666666666667,3,True,Anna Trebunskaya,Athlete,California,United States,39,Eliminated Week 4,11,10,4.0,4.0,False,False,True,10.5,0.06589147286821706
872,9,Chuck Liddell,4,17.0,5.666666666666667,3,True,Anna Trebunskaya,Athlete,California,United States,39,Eliminated Week 4,11,10,4.0,4.0,False,False,True,9.0,0.07024793388429752
873,9,Chuck Liddell,5,,,0,False,Anna Trebunskaya,Athlete,California,United States,39,Eliminated Week 4,11,10,4.0,4.0,False,False,False,,
874,9,Chuck Liddell,6,,,0,False,Anna Trebunskaya,Athlete,California,United States,39,Eliminated Week 4,11,10,4.0,4.0,False,False,False,,
875,9,Chuck Liddell,7,,,0,False,Anna Trebunskaya,Athlete,California,United States,39,Eliminated Week 4,11,10,4.0,4.0,False,False,False,,
876,9,Chuck Liddell,8,,,0,False,Anna Trebunskaya,Athlete,California,United States,39,Eliminated Week 4,11,10,4.0,4.0,False,False,False,,
877,9,Chuck Liddell,9,,,0,False,Anna Trebunskaya,Athlete,California,United States,39,Eliminated Week 4,11,10,4.0,4.0,False,False,False,,
878,9,Chuck Liddell,10,,,0,False,Anna Trebunskaya,Athlete,California,United States,39,Eliminated Week 4,11,10,4.0,4.0,False,False,False,,
879,9,Debi Mazar,1,22.0,7.333333333333333,3,True,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,10,3.0,3.0,False,False,True,10.5,0.05418740566465287
880,9,Debi Mazar,2,21.0,7.0,3,True,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,10,3.0,3.0,False,False,True,5.0,0.07142857142857142
881,9,Debi Mazar,3,17.0,5.666666666666667,3,True,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,10,3.0,3.0,False,False,True,10.5,0.06589147286821706
882,9,Debi Mazar,4,,,0,False,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,10,3.0,3.0,False,False,False,,
883,9,Debi Mazar,5,,,0,False,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,10,3.0,3.0,False,False,False,,
884,9,Debi Mazar,6,,,0,False,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,10,3.0,3.0,False,False,False,,
885,9,Debi Mazar,7,,,0,False,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,10,3.0,3.0,False,False,False,,
886,9,Debi Mazar,8,,,0,False,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,10,3.0,3.0,False,False,False,,
887,9,Debi Mazar,9,,,0,False,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,10,3.0,3.0,False,False,False,,
888,9,Debi Mazar,10,,,0,False,Maksim Chmerkoskiy,Actor/Actress,New York,United States,45,Eliminated Week 3,12,10,3.0,3.0,False,False,False,,
889,9,Donny Osmond,1,29.999899999999997,9.999966666666666,3,True,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,10,10.0,,False,True,True,5.0,0.07389167050904633
890,9,Donny Osmond,2,25.0,8.333333333333334,3,True,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,10,10.0,,False,True,True,3.0,0.08503401360544217
891,9,Donny Osmond,3,21.0,7.0,3,True,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,10,10.0,,False,True,True,4.5,0.08139534883720931
892,9,Donny Osmond,4,24.0,8.0,3,True,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,10,10.0,,False,True,True,4.5,0.09917355371900827
893,9,Donny Osmond,5,29.0,9.666666666666666,3,True,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,10,10.0,,False,True,True,1.0,0.11983471074380166
894,9,Donny Osmond,6,30.999899999999997,10.3333,3,True,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,10,10.0,,False,True,True,5.0,0.11923079733737539
895,9,Donny Osmond,7,26.0,8.666666666666666,3,True,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,10,10.0,,False,True,True,3.5,0.14814814814814814
896,9,Donny Osmond,8,25.0,8.333333333333334,3,True,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,10,10.0,,False,True,True,4.5,0.19083969465648856
897,9,Donny Osmond,9,24.6666,8.222199999999999,3,True,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,10,10.0,,False,True,True,4.0,0.2312501699224591
898,9,Donny Osmond,10,28.9998,9.6666,3,True,Kym Johnson,Singer/Rapper,Utah,United States,51,1st Place,1,10,10.0,,False,True,True,1.0,0.35127769056340485
899,9,Joanna Krupa,1,33.9999,11.3333,3,True,Derek Hough,Model,,Poland,30,Eliminated Week 9,4,10,9.0,9.0,False,False,True,1.0,0.08374392608443776
900,9,Joanna Krupa,2,20.0,6.666666666666667,3,True,Derek Hough,Model,,Poland,30,Eliminated Week 9,4,10,9.0,9.0,False,False,True,7.5,0.06802721088435375
901,9,Joanna Krupa,3,23.0,7.666666666666667,3,True,Derek Hough,Model,,Poland,30,Eliminated Week 9,4,10,9.0,9.0,False,False,True,3.0,0.08914728682170543
902,9,Joanna Krupa,4,26.0,8.666666666666666,3,True,Derek Hough,Model,,Poland,30,Eliminated Week 9,4,10,9.0,9.0,False,False,True,3.0,0.10743801652892562
903,9,Joanna Krupa,5,24.0,8.0,3,True,Derek Hough,Model,,Poland,30,Eliminated Week 9,4,10,9.0,9.0,False,False,True,5.0,0.09917355371900827
904,9,Joanna Krupa,6,35.9999,11.999966666666666,3,True,Derek Hough,Model,,Poland,30,Eliminated Week 9,4,10,9.0,9.0,False,False,True,1.0,0.13846163313642237
905,9,Joanna Krupa,7,27.5,9.166666666666666,3,True,Derek Hough,Model,,Poland,30,Eliminated Week 9,4,10,9.0,9.0,False,False,True,1.0,0.15669515669515668
906,9,Joanna Krupa,8,26.0,8.666666666666666,3,True,Derek Hough,Model,,Poland,30,Eliminated Week 9,4,10,9.0,9.0,False,False,True,2.0,0.1984732824427481
907,9,Joanna Krupa,9,27.0,9.0,3,True,Derek Hough,Model,,Poland,30,Eliminated Week 9,4,10,9.0,9.0,False,False,True,2.0,0.2531258701201785
908,9,Joanna Krupa,10,,,0,False,Derek Hough,Model,,Poland,30,Eliminated Week 9,4,10,9.0,9.0,False,False,False,,
909,9,Kathy Ireland,1,19.9999,6.666633333333333,3,True,Tony Dovolani,Model,California,United States,46,Eliminated Week 2,14,10,2.0,2.0,False,False,True,12.5,0.04926103157056776
910,9,Kathy Ireland,2,18.0,6.0,3,True,Tony Dovolani,Model,California,United States,46,Eliminated Week 2,14,10,2.0,2.0,False,False,True,13.5,0.061224489795918366
911,9,Kathy Ireland,3,,,0,False,Tony Dovolani,Model,California,United States,46,Eliminated Week 2,14,10,2.0,2.0,False,False,False,,
912,9,Kathy Ireland,4,,,0,False,Tony Dovolani,Model,California,United States,46,Eliminated Week 2,14,10,2.0,2.0,False,False,False,,
913,9,Kathy Ireland,5,,,0,False,Tony Dovolani,Model,California,United States,46,Eliminated Week 2,14,10,2.0,2.0,False,False,False,,
914,9,Kathy Ireland,6,,,0,False,Tony Dovolani,Model,California,United States,46,Eliminated Week 2,14,10,2.0,2.0,False,False,False,,
915,9,Kathy Ireland,7,,,0,False,Tony Dovolani,Model,California,United States,46,Eliminated Week 2,14,10,2.0,2.0,False,False,False,,
916,9,Kathy Ireland,8,,,0,False,Tony Dovolani,Model,California,United States,46,Eliminated Week 2,14,10,2.0,2.0,False,False,False,,
917,9,Kathy Ireland,9,,,0,False,Tony Dovolani,Model,California,United States,46,Eliminated Week 2,14,10,2.0,2.0,False,False,False,,
918,9,Kathy Ireland,10,,,0,False,Tony Dovolani,Model,California,United States,46,Eliminated Week 2,14,10,2.0,2.0,False,False,False,,
919,9,Kelly Osbourne,1,30.9998,10.333266666666667,3,True,Louis van Amstel,TV Personality,,England,24,3rd Place,3,10,10.0,,False,True,True,4.0,0.07635448809650482
920,9,Kelly Osbourne,2,19.0,6.333333333333333,3,True,Louis van Amstel,TV Personality,,England,24,3rd Place,3,10,10.0,,False,True,True,10.5,0.06462585034013606
921,9,Kelly Osbourne,3,20.0,6.666666666666667,3,True,Louis van Amstel,TV Personality,,England,24,3rd Place,3,10,10.0,,False,True,True,6.5,0.07751937984496124
922,9,Kelly Osbourne,4,23.0,7.666666666666667,3,True,Louis van Amstel,TV Personality,,England,24,3rd Place,3,10,10.0,,False,True,True,6.0,0.09504132231404959
923,9,Kelly Osbourne,5,24.0,8.0,3,True,Louis van Amstel,TV Personality,,England,24,3rd Place,3,10,10.0,,False,True,True,5.0,0.09917355371900827
924,9,Kelly Osbourne,6,24.9998,8.333266666666667,3,True,Louis van Amstel,TV Personality,,England,24,3rd Place,3,10,10.0,,False,True,True,6.0,0.09615340976180302
925,9,Kelly Osbourne,7,26.0,8.666666666666666,3,True,Louis van Amstel,TV Personality,,England,24,3rd Place,3,10,10.0,,False,True,True,3.5,0.14814814814814814
926,9,Kelly Osbourne,8,25.5,8.5,3,True,Louis van Amstel,TV Personality,,England,24,3rd Place,3,10,10.0,,False,True,True,3.0,0.1946564885496183
927,9,Kelly Osbourne,9,25.9998,8.6666,3,True,Louis van Amstel,TV Personality,,England,24,3rd Place,3,10,10.0,,False,True,True,3.0,0.2437489628870599
928,9,Kelly Osbourne,10,25.2222,8.4074,3,True,Louis van Amstel,TV Personality,,England,24,3rd Place,3,10,10.0,,False,True,True,3.0,0.305519216233502
929,9,Louie Vito,1,26.9998,8.999933333333333,3,True,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,10,6.0,6.0,False,False,True,7.5,0.06650223252111338
930,9,Louie Vito,2,19.0,6.333333333333333,3,True,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,10,6.0,6.0,False,False,True,10.5,0.06462585034013606
931,9,Louie Vito,3,20.0,6.666666666666667,3,True,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,10,6.0,6.0,False,False,True,6.5,0.07751937984496124
932,9,Louie Vito,4,16.0,5.333333333333333,3,True,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,10,6.0,6.0,False,False,True,10.5,0.06611570247933884
933,9,Louie Vito,5,22.0,7.333333333333333,3,True,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,10,6.0,6.0,False,False,True,8.5,0.09090909090909091
934,9,Louie Vito,6,24.0,8.0,3,True,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,10,6.0,6.0,False,False,True,7.0,0.09230801183542559
935,9,Louie Vito,7,,,0,False,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,10,6.0,6.0,False,False,False,,
936,9,Louie Vito,8,,,0,False,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,10,6.0,6.0,False,False,False,,
937,9,Louie Vito,9,,,0,False,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,10,6.0,6.0,False,False,False,,
938,9,Louie Vito,10,,,0,False,Chelsie Hightower,Athlete,Ohio,United States,21,Eliminated Week 6,8,10,6.0,6.0,False,False,False,,
939,9,Macy Gray,1,18.9999,6.3333,3,True,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,10,1.0,1.0,False,False,True,15.5,0.046797967676719905
940,9,Macy Gray,2,,,0,False,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,10,1.0,1.0,False,False,False,,
941,9,Macy Gray,3,,,0,False,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,10,1.0,1.0,False,False,False,,
942,9,Macy Gray,4,,,0,False,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,10,1.0,1.0,False,False,False,,
943,9,Macy Gray,5,,,0,False,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,10,1.0,1.0,False,False,False,,
944,9,Macy Gray,6,,,0,False,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,10,1.0,1.0,False,False,False,,
945,9,Macy Gray,7,,,0,False,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,10,1.0,1.0,False,False,False,,
946,9,Macy Gray,8,,,0,False,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,10,1.0,1.0,False,False,False,,
947,9,Macy Gray,9,,,0,False,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,10,1.0,1.0,False,False,False,,
948,9,Macy Gray,10,,,0,False,Jonathan Roberts,Singer/Rapper,Ohio,United States,42,Eliminated Week 1,15,10,1.0,1.0,False,False,False,,
949,9,Mark Dacascos,1,28.9998,9.6666,3,True,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,10,7.0,7.0,False,False,True,6.0,0.0714283603088091
950,9,Mark Dacascos,2,21.0,7.0,3,True,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,10,7.0,7.0,False,False,True,5.0,0.07142857142857142
951,9,Mark Dacascos,3,18.0,6.0,3,True,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,10,7.0,7.0,False,False,True,9.0,0.06976744186046512
952,9,Mark Dacascos,4,22.0,7.333333333333333,3,True,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,10,7.0,7.0,False,False,True,7.0,0.09090909090909091
953,9,Mark Dacascos,5,26.0,8.666666666666666,3,True,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,10,7.0,7.0,False,False,True,3.0,0.10743801652892562
954,9,Mark Dacascos,6,32.0,10.666666666666666,3,True,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,10,7.0,7.0,False,False,True,4.0,0.12307734911390078
955,9,Mark Dacascos,7,21.5,7.166666666666667,3,True,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,10,7.0,7.0,False,False,True,7.0,0.1225071225071225
956,9,Mark Dacascos,8,,,0,False,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,10,7.0,7.0,False,False,False,,
957,9,Mark Dacascos,9,,,0,False,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,10,7.0,7.0,False,False,False,,
958,9,Mark Dacascos,10,,,0,False,Lacey Schwimmer,Actor/Actress,Hawaii,United States,45,Eliminated Week 7,6,10,7.0,7.0,False,False,False,,
959,9,Melissa Joan Hart,1,24.0,8.0,3,True,Mark Ballas,Actor/Actress,New York,United States,33,Eliminated Week 6,9,10,6.0,6.0,False,False,True,9.0,0.05911353345234858
960,9,Melissa Joan Hart,2,19.0,6.333333333333333,3,True,Mark Ballas,Actor/Actress,New York,United States,33,Eliminated Week 6,9,10,6.0,6.0,False,False,True,10.5,0.06462585034013606
961,9,Melissa Joan Hart,3,19.0,6.333333333333333,3,True,Mark Ballas,Actor/Actress,New York,United States,33,Eliminated Week 6,9,10,6.0,6.0,False,False,True,8.0,0.07364341085271318
962,9,Melissa Joan Hart,4,28.0,9.333333333333334,3,True,Mark Ballas,Actor/Actress,New York,United States,33,Eliminated Week 6,9,10,6.0,6.0,False,False,True,1.5,0.11570247933884298
963,9,Melissa Joan Hart,5,23.0,7.666666666666667,3,True,Mark Ballas,Actor/Actress,New York,United States,33,Eliminated Week 6,9,10,6.0,6.0,False,False,True,7.0,0.09504132231404959
964,9,Melissa Joan Hart,6,23.9999,7.9999666666666664,3,True,Mark Ballas,Actor/Actress,New York,United States,33,Eliminated Week 6,9,10,6.0,6.0,False,False,True,8.0,0.09230762721870961
965,9,Melissa Joan Hart,7,,,0,False,Mark Ballas,Actor/Actress,New York,United States,33,Eliminated Week 6,9,10,6.0,6.0,False,False,False,,
966,9,Melissa Joan Hart,8,,,0,False,Mark Ballas,Actor/Actress,New York,United States,33,Eliminated Week 6,9,10,6.0,6.0,False,False,False,,
967,9,Melissa Joan Hart,9,,,0,False,Mark Ballas,Actor/Actress,New York,United States,33,Eliminated Week 6,9,10,6.0,6.0,False,False,False,,
968,9,Melissa Joan Hart,10,,,0,False,Mark Ballas,Actor/Actress,New York,United States,33,Eliminated Week 6,9,10,6.0,6.0,False,False,False,,
969,9,Michael Irvin,1,19.0,6.333333333333333,3,True,Anna Demidova,Athlete,Florida,United States,43,Eliminated Week 7,7,10,7.0,7.0,False,False,True,14.0,0.046798213983109294
970,9,Michael Irvin,2,20.0,6.666666666666667,3,True,Anna Demidova,Athlete,Florida,United States,43,Eliminated Week 7,7,10,7.0,7.0,False,False,True,7.5,0.06802721088435375
971,9,Michael Irvin,3,14.0,4.666666666666667,3,True,Anna Demidova,Athlete,Florida,United States,43,Eliminated Week 7,7,10,7.0,7.0,False,False,True,13.0,0.05426356589147287
972,9,Michael Irvin,4,16.0,5.333333333333333,3,True,Anna Demidova,Athlete,Florida,United States,43,Eliminated Week 7,7,10,7.0,7.0,False,False,True,10.5,0.06611570247933884
973,9,Michael Irvin,5,21.0,7.0,3,True,Anna Demidova,Athlete,Florida,United States,43,Eliminated Week 7,7,10,7.0,7.0,False,False,True,10.0,0.08677685950413223
974,9,Michael Irvin,6,21.9998,7.333266666666667,3,True,Anna Demidova,Athlete,Florida,United States,43,Eliminated Week 7,7,10,7.0,7.0,False,False,True,9.0,0.08461490828237482
975,9,Michael Irvin,7,23.5,7.833333333333333,3,True,Anna Demidova,Athlete,Florida,United States,43,Eliminated Week 7,7,10,7.0,7.0,False,False,True,6.0,0.1339031339031339
976,9,Michael Irvin,8,,,0,False,Anna Demidova,Athlete,Florida,United States,43,Eliminated Week 7,7,10,7.0,7.0,False,False,False,,
977,9,Michael Irvin,9,,,0,False,Anna Demidova,Athlete,Florida,United States,43,Eliminated Week 7,7,10,7.0,7.0,False,False,False,,
978,9,Michael Irvin,10,,,0,False,Anna Demidova,Athlete,Florida,United States,43,Eliminated Week 7,7,10,7.0,7.0,False,False,False,,
979,9,Mya,1,30.999899999999997,10.3333,3,True,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,2nd Place,2,10,10.0,,False,True,True,3.0,0.07635473440289418
980,9,Mya,2,27.0,9.0,3,True,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,2nd Place,2,10,10.0,,False,True,True,1.5,0.09183673469387756
981,9,Mya,3,27.0,9.0,3,True,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,2nd Place,2,10,10.0,,False,True,True,1.0,0.10465116279069768
982,9,Mya,4,28.0,9.333333333333334,3,True,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,2nd Place,2,10,10.0,,False,True,True,1.5,0.11570247933884298
983,9,Mya,5,27.0,9.0,3,True,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,2nd Place,2,10,10.0,,False,True,True,2.0,0.1115702479338843
984,9,Mya,6,33.0,11.0,3,True,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,2nd Place,2,10,10.0,,False,True,True,2.0,0.12692351627371018
985,9,Mya,7,24.5,8.166666666666666,3,True,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,2nd Place,2,10,10.0,,False,True,True,5.0,0.1396011396011396
986,9,Mya,8,29.5,9.833333333333334,3,True,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,2nd Place,2,10,10.0,,False,True,True,1.0,0.22519083969465647
987,9,Mya,9,28.9999,9.666633333333333,3,True,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,2nd Place,2,10,10.0,,False,True,True,1.0,0.27187499707030244
988,9,Mya,10,28.333199999999998,9.4444,3,True,Dmitry Chaplin,Singer/Rapper,Washington D.C.,United States,29,2nd Place,2,10,10.0,,False,True,True,2.0,0.34320309320309317
989,9,Natalie Coughlin,1,26.9998,8.999933333333333,3,True,Alec Mazo,Athlete,California,United States,27,Eliminated Week 5,10,10,5.0,5.0,False,False,True,7.5,0.06650223252111338
990,9,Natalie Coughlin,2,21.0,7.0,3,True,Alec Mazo,Athlete,California,United States,27,Eliminated Week 5,10,10,5.0,5.0,False,False,True,5.0,0.07142857142857142
991,9,Natalie Coughlin,3,26.0,8.666666666666666,3,True,Alec Mazo,Athlete,California,United States,27,Eliminated Week 5,10,10,5.0,5.0,False,False,True,2.0,0.10077519379844961
992,9,Natalie Coughlin,4,24.0,8.0,3,True,Alec Mazo,Athlete,California,United States,27,Eliminated Week 5,10,10,5.0,5.0,False,False,True,4.5,0.09917355371900827
993,9,Natalie Coughlin,5,22.0,7.333333333333333,3,True,Alec Mazo,Athlete,California,United States,27,Eliminated Week 5,10,10,5.0,5.0,False,False,True,8.5,0.09090909090909091
994,9,Natalie Coughlin,6,,,0,False,Alec Mazo,Athlete,California,United States,27,Eliminated Week 5,10,10,5.0,5.0,False,False,False,,
995,9,Natalie Coughlin,7,,,0,False,Alec Mazo,Athlete,California,United States,27,Eliminated Week 5,10,10,5.0,5.0,False,False,False,,
996,9,Natalie Coughlin,8,,,0,False,Alec Mazo,Athlete,California,United States,27,Eliminated Week 5,10,10,5.0,5.0,False,False,False,,
997,9,Natalie Coughlin,9,,,0,False,Alec Mazo,Athlete,California,United States,27,Eliminated Week 5,10,10,5.0,5.0,False,False,False,,
998,9,Natalie Coughlin,10,,,0,False,Alec Mazo,Athlete,California,United States,27,Eliminated Week 5,10,10,5.0,5.0,False,False,False,,
999,9,Tom DeLay,1,19.9999,6.666633333333333,3,True,Cheryl Burke,Politician,Texas,United States,62,Withdrew,13,10,3.0,,True,False,True,12.5,0.04926103157056776
1000,9,Tom DeLay,2,18.0,6.0,3,True,Cheryl Burke,Politician,Texas,United States,62,Withdrew,13,10,3.0,,True,False,True,13.5,0.061224489795918366
